"Rec No"	"Log:Obj Id"	"Log:Set No"	"Log:Condition"	"Log:Retval"	"Log:Unconditional"	"Log:Action"	"Log:Source"	"Log:Csource"	"Log:Flag1"	"Log:Flag2"	"Log:Flag3"	"Log:Filler"	"Log:Exlong"	"Log:User"	"Log:Date"
         200	"L0004"	      1	"LOOP() <= ~A9009V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        72,012"
         201	"D9060"	      1	"~A9010V != 1"	"E9060V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         202	"D9061"	      1	"~A9010V != 2"	"E9061V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         203	"D9062"	      1	"~A9010V != 3"	"E9062V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         204	"I9968"	      1	"~A9978V = 1"	""surety bond""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         205	"I9968"	      2	"~A9978V = 2"	""cash bond""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         208	"L0005"	      1	"LOOP() <= ~A9011V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        71,927"
         209	"D9063"	      1	"~A9012V != 2"	"E9063V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         210	"D9064"	      1	"~A9012V = 1"	"E9064V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         211	"D9065"	      1	"~A9013V = 2"	"E9065V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         212	"D9901"	      1	"~A9977V !INC 1"	"E9901V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LF"	"        72,060"
         213	"D9902"	      1	"~A9977V !INC 2"	"E9902V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LF"	"        72,060"
         214	"D9903"	      1	"~A9977V !INC 3"	"E9903V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LF"	"        72,060"
         215	"D9904"	      1	"~AC000V != "Y""	"E9904V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,399"
         216	"I9967"	      1	"~A9107V = 1"	""Before the entry of a plea of guilty or no contest""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         217	"I9967"	      2	"~A9107V = 2"	""Before the selection of a jury""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         218	"I9967"	      3	"~A9107V = 3"	""Before a witness was sworn""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         221	"I9921"	      1	"~A9015V = 1 OR ~A9015V = 3"	""Article 38.30""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        73,214"
         222	"I9922"	      1	"~A9015V = 1 OR ~A9015V = 2"	""~P1408G, Defendant,""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        73,214"
         223	"I9922"	      2	"~A9015V = 3 OR ~A9015V = 4"	""~P9533V, a witness,""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        73,214"
         224	"I9933"	      2	"~A9015V = 2 OR ~A9015V = 4"	""is deaf or hearing-impaired""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        73,214"
         225	"I9933"	      1	"~A9015V = 1 OR ~A9015V = 3"	""cannot speak or understand English""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        73,214"
         226	"D9915"	      1	"~A9015V != 2 AND ~A9015V != 4"	"E9915V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        73,214"
         227	"D9916"	      1	"~A9015V != 1 AND ~A9015V != 3"	"E9916V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        73,214"
         228	"L0007"	      1	"LOOP() <= ~A9911V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LWW"	"        72,125"
         229	"L0008"	      1	"LOOP() <= ~A9912V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        71,928"
         230	"D9917"	      1	"~A9913V !INC 1"	"E9917V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LF"	"        72,060"
         231	"D9918"	      1	"~A9913V !INC 2"	"E9918V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LF"	"        72,060"
         232	"D9919"	      1	"~A9913V !INC 4"	"E9919V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,774"
         233	"D9920"	      1	"~A0022V = "N""	"E9920V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,298"
         234	"D9921"	      1	"~A9914V = "Y""	"E9921V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LWW"	"        72,125"
         235	"D9922"	      1	"~A9914V  = "N""	"E9922V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,894"
         236	"D9923"	      1	"~A9929V = "Y""	"E9923V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LWW"	"        72,125"
         237	"D9924"	      1	"~A9929V =  "N""	"E9924V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,202"
         240	"D9930"	      1	"~A3110V != 3"	"E9930V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,291"
         241	"D9931"	      1	"~A3110V != 1 AND ~A3110V != 2"	"E9931V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,291"
         242	"I9934"	      1	"~A9112V = 1"	""District Clerk""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         243	"I9934"	      2	"~A9112V = 2"	""County Clerk""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         244	"D9936"	      1	"~A9113V != 1"	"E9936V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         245	"D9937"	      1	"~A9113V != 2"	"E9937V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         246	"L0011"	      1	"LOOP() <= ~A9918V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        71,929"
         247	"I9923"	      1	"~A9520V = 1"	""INSTANTER""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,802"
         248	"I9923"	      2	"~A9520V = 2"	""on ~P9664V, at ~P9663V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,802"
         249	"L0012"	      1	"LOOP() <= ~A9923V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        71,930"
         250	"L0013"	      1	"LOOP() <= ~A9924V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        71,930"
         251	"D9941"	      1	"~A9925V != 1"	"E9941V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"SMT"	"        72,292"
         252	"D9942"	      1	"~A9925V != 2"	"E9942V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"SMT"	"        72,292"
         253	"L0014"	      1	"LOOP() <= ~A9937V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"GC"	"        72,203"
         254	"D9944"	      1	"~A9937V = 0"	"E9944V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,238"
         255	"I9939"	      1	"~A9939V = 1"	""Federal Authorities""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,563"
         256	"I9939"	      3	"~A9939V = 3"	""the Sheriff of ~P9584V County, Texas""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,563"
         257	"L0015"	      1	"LOOP() <= ~A9017V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        72,009"
         258	"I9104"	      1	"~A9019V = 1"	""stenographic""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         259	"I9104"	      2	"~A9019V = 2"	""nonstenographic""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         260	"I9104"	      3	"~A9019V = 3"	""videotape""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         261	"D9070"	      1	"~A9021V != 2"	"E9070V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"JW"	"        72,895"
         262	"D9071"	      1	"~A9021V != 1"	"E9071V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"JW"	"        72,895"
         264	"L0016"	      1	"LOOP() <= ~A9115V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        71,934"
         265	"L0017"	      1	"LOOP() <= ~A9116V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        71,934"
         266	"L0018"	      1	"LOOP() <= ~A9117V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        71,934"
         267	"L0019"	      1	"LOOP() <= ~A9118V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        71,934"
         268	"D9802"	      1	"~A9119V = 2"	"E9802V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,461"
         269	"D9803"	      1	"~A9990V != 2"	"E9803V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LR"	"        72,293"
         270	"D9804"	      1	"~A9121V = 2"	"E9804V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         271	"D9805"	      1	"~A9122V = 2"	"E9805V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         274	"D9075"	      1	"~A9014V != 1"	"E9075V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         275	"D9076"	      1	"~A9014V != 2"	"E9076V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         276	"I9007"	      1	"~A9026V = 1"	""secured by subpoena""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         277	"I9007"	      2	"~A9026V = 2"	""secured by writ of attachment""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         278	"I9007"	      3	"~A9026V = 3"	""recognized""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         279	"D9001"	      1	"~A8002V !INC 1"	"E9001V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"jls"	"        82,057"
         280	"D9002"	      1	"~A8002V !INC 2"	"E9002V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"jls"	"        82,057"
         281	"D9003"	      1	"~A8002V !INC 3"	"E9003V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"jls"	"        82,057"
         282	"D9004"	      1	"~A8002V !INC 4"	"E9004V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"jls"	"        82,057"
         283	"D9005"	      1	"~A8002V !INC 5"	"E9005V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"jls"	"        82,057"
         284	"D9007"	      1	"~A8001V != 1"	"E9007V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         285	"D9008"	      1	"~A8001V != 2"	"E9008V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         286	"I9009"	      1	"~A8001V = 1"	""a fixed fee""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LWW"	"        72,124"
         287	"I9009"	      2	"~A8001V = 2"	""hourly fees""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LWW"	"        72,124"
         288	"L0022"	      1	"LOOP() <= ~A9028V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        72,010"
         289	"D9009"	      1	"~A9027V != 1"	"E9009V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         290	"D9083"	      1	"~A9128V != 1"	"E9083V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         291	"D9084"	      1	"~A9128V != 2"	"E9084V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         292	"D9085"	      1	"~A9129V != 1"	"E9085V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         293	"D9086"	      1	"~A9129V != 2"	"E9086V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         294	"D9087"	      1	"~A9129V != 3"	"E9087V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         295	"D9808"	      1	"~A9032V != 1"	"E9808V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         296	"D9809"	      1	"~A9032V != 2"	"E9809V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         297	"I9801"	      1	"~A9130V = 1"	""Subpoena""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         298	"I9801"	      2	"~A9130V = 2"	""Subpoena Duces Tecum""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         299	"D9810"	      1	"~A9130V = 1"	"E9810V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         300	"D9811"	      1	"~A9131V = 2"	"E9811V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         301	"D9812"	      1	"~A9131V = 1"	"E9812V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         302	"I9111"	      1	"~A9132V = 1"	""resides outside of this state""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,634"
         303	"I9111"	      2	"~A9132V = 2"	""is ill""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,634"
         304	"I9111"	      3	"~A9132V = 3"	""died on ~P3550V in ~P3552V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
         305	"I9111"	      4	"~A9132V = 4"	""~P9032V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,236"
         306	"L0023"	      1	"LOOP() <= ~A9940V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        72,010"
         307	"I9982"	      2	"~A9990V = 2"	""INFORMATION""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,229"
         308	"I9010"	      1	"~A9134V != "N""	""The motion is GRANTED and the COURT orders that the testimony be heard""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"SLJ"	"        79,349"
         309	"I9010"	      2	"~A9134V != "Y""	""The motion is DENIED""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"SLJ"	"        79,349"
         310	"D9817"	      1	"~A9036V != 1"	"E9817V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         311	"D9818"	      1	"~A9036V != 2"	"E9818V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         312	"D9819"	      1	"~A9039V != 1"	"E9819V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         313	"D9820"	      1	"~A9039V != 2"	"E9820V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         314	"D9823"	      1	"~A9041V != 1"	"E9823V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         315	"D9824"	      1	"~A9041V != 2"	"E9824V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         316	"D9825"	      1	"~A9042V != "Y""	"E9825V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"JW"	"        72,894"
         317	"D9828"	      1	"~A9047V != 1"	"E9828V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         318	"D9829"	      1	"~A9047V != 2"	"E9829V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         319	"D9830"	      1	"~A9049V = 2"	"E9830V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         320	"D9831"	      1	"~A9049V = 1"	"E9831V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         321	"D9835"	      1	"~A9050V !INC 1"	"E9835V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,285"
         322	"D9836"	      1	"~A9050V !INC 2"	"E9836V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,285"
         323	"D9837"	      1	"~A9050V !INC 3"	"E9837V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,285"
         324	"D9843"	      1	"~A9056V != 1"	"E9843V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,269"
         325	"D9844"	      1	"~A9056V != 2"	"E9844V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,269"
         326	"P9144"	      1		"UPPER(~P9144V)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LF"	"        72,008"
         327	"I9136"	      1	"~A9060V = 1"	""weekly""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         328	"I9136"	      2	"~A9060V = 2"	""monthly""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         329	"I9137"	      1	"~A9061V = 1"	""indigent""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         330	"I9137"	      2	"~A9061V = 2"	""not indigent""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         331	"D9101"	      1	"~A9061V != 1"	"E9101V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         332	"D9102"	      1	"~A9061V != 2"	"E9102V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         333	"I9139"	      1	"~A9063V = 1"	""Defendant is indigent""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         334	"I9139"	      2	"~A9063V = 2"	""the interests of justice require the appointment""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         335	"D9105"	      1	"~A9064V = 2 OR ~A9064V = 4"	"E9105V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,776"
         336	"D9106"	      1	"~A9064V = 1 OR ~A9064V = 4"	"E9106V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,776"
         337	"I9141"	      1	"~A9066V = 1"	""appeared in person""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,217"
         338	"I9141"	      2	"~A9066V = 2"	""appeared in person and by attorney""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,217"
         339	"I9141"	      3	"~A9066V = 3"	""appeared by attorney""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,217"
         340	"I9141"	      4	"~A9066V = 4"	""did not appear""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,217"
         341	"D9109"	      1	"~A9070V != 1"	"E9109V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,237"
         342	"D9110"	      1	"~A9071V != 1"	"E9110V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,237"
         345	"L0024"	      1	"LOOP() <= ~A9140V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        72,009"
         346	"L0030"	      1	"LOOP() <= ~A9142V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        72,009"
         348	"I1065"	      1	"~A1065V = 1"	""not guilty""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,273"
         349	"I1065"	      2	"~A1065V = 2"	""guilty""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,273"
         350	"I1065"	      3	"~A1065V = 3"	""no contest""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,273"
         351	"I9993"	      2	"~A9100V = 2"	""caption9""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"MEE"	"        72,894"
         352	"I9993"	      3	"~A9100V = 3"	""caption2""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"MEE"	"        72,894"
         353	"I9993"	      6	"~A9100V = 6"	""caption8""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"TAW"	"        74,414"
         354	"I9993"	      7	"~A9100V = 7"	""caption7""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"TAW"	"        74,414"
         355	"I9993"	      8	"~A9100V = 8"	""captio10""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"TAW"	"        74,414"
         356	"I0075"	      1		"CHOOSETF(~A0050V != "F","Male","Female")"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,903"
         361	"L0034"	      1	"LOOP() <= ~A0061V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LF"	"        72,013"
         362	"D0187"	      1	"~A0060V !INC 1"	"E0187V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LF"	"        72,012"
         363	"D0189"	      1	"~A0060V !INC 2"	"E0189V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LF"	"        72,012"
         364	"D0191"	      1	"~A0060V !INC 3"	"E0191V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LF"	"        72,012"
         365	"D0193"	      1	"~A0060V !INC 4"	"E0193V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LF"	"        72,012"
         367	"I1072"	      1	"~A0075V = 1"	""District Attorney""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LWW"	"        72,126"
         368	"I1072"	      2	"~A0075V = 2"	""County Attorney""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LWW"	"        72,126"
